Trade,Cumulative PnL INR,Peak,Drawdown,Drawdown %
2993,2061544.5,2366790,-305245.5,-12.89702508
2994,2041995,2366790,-324795,-13.72301725
2995,2071380,2366790,-295410,-12.48146223
2996,2057214,2366790,-309576,-13.07999442
2997,2046357,2366790,-320433,-13.538717
2998,2058726,2366790,-308064,-13.01611043
2999,2070376.5,2366790,-296413.5,-12.52386143
3000,2118919.5,2366790,-247870.5,-10.47285564
3001,2114317.5,2366790,-252472.5,-10.66729621
3002,2109144,2366790,-257646,-10.88588341
3003,2101723.5,2366790,-265066.5,-11.19940933
3004,2107191,2366790,-259599,-10.96840024
3005,2119066.5,2366790,-247723.5,-10.4666447
3006,2112451.5,2366790,-254338.5,-10.74613717
3007,2107660.5,2366790,-259129.5,-10.94856324
3008,2136699,2366790,-230091,-9.721648308
3009,2128090.5,2366790,-238699.5,-10.08536879
3010,2124967.5,2366790,-241822.5,-10.21731966
3011,2118246,2366790,-248544,-10.5013119
3012,2121895.5,2366790,-244894.5,-10.34711571
3013,2111781,2366790,-255009,-10.77446668
3014,2099281.5,2366790,-267508.5,-11.30258705
3015,2089683,2366790,-277107,-11.70813634
3016,2082457.5,2366790,-284332.5,-12.01342324
3017,2079568.5,2366790,-287221.5,-12.13548731
3018,2073825,2366790,-292965,-12.37815776
3019,2067801,2366790,-298989,-12.63267971
3020,2062161,2366790,-304629,-12.87097715
3021,2082457.5,2366790,-284332.5,-12.01342324
3022,2104384.5,2366790,-262405.5,-11.08697857
3023,2155458,2366790,-211332,-8.92905581
3024,2142045,2366790,-224745,-9.495772756
3025,2147391,2366790,-219399,-9.269897203
3026,2148648,2366790,-218142,-9.216787294
3027,2133255,2366790,-233535,-9.867161852
3028,2120838,2366790,-245952,-10.39179648
3029,2115967.5,2366790,-250822.5,-10.59758153
3030,2113345.5,2366790,-253444.5,-10.70836449
3031,2110533,2366790,-256257,-10.82719633
3032,2112205.5,2366790,-254584.5,-10.756531
3033,2130384,2366790,-236406,-9.98846539
3034,2135901,2366790,-230889,-9.755364861
3035,2130681,2366790,-236109,-9.975916748
3036,2134485,2366790,-232305,-9.815192729
3037,2167827,2366790,-198963,-8.406449241
3038,2166843,2366790,-199947,-8.44802454
3039,2183143.5,2366790,-183646.5,-7.759306909
3040,2181261,2366790,-185529,-7.838845018
3041,2183232,2366790,-183558,-7.755567668
3042,2176902,2366790,-189888,-8.023018519
3043,2176944,2366790,-189846,-8.021243963
3044,2163763.5,2366790,-203026.5,-8.578137477
3045,2175874.5,2366790,-190915.5,-8.066431749
3046,2175450,2366790,-191340,-8.084367434
3047,2168382,2366790,-198408,-8.382999759
3048,2167228.5,2366790,-199561.5,-8.431736656
3049,2158320,2366790,-208470,-8.808132534
3050,2150275.5,2366790,-216514.5,-9.148023272
3051,2133945,2366790,-232845,-9.838008442
3052,2132320.5,2366790,-234469.5,-9.90664571
3053,2126706,2366790,-240084,-10.14386574
3054,2112352.5,2366790,-254437.5,-10.75032005
3055,2117203.5,2366790,-249586.5,-10.5453589
3056,2134131,2366790,-232659,-9.830149696
3057,2139390,2366790,-227400,-9.607950008
3058,2124700.5,2366790,-242089.5,-10.22860076
3059,2132511,2366790,-234279,-9.898596834
3060,2135113.5,2366790,-231676.5,-9.788637775
3061,2125383,2366790,-241407,-10.19976424
3062,2118021,2366790,-248769,-10.51081845
3063,2116812,2366790,-249978,-10.5619003
3064,2127451.5,2366790,-239338.5,-10.11236738
3065,2120854.5,2366790,-245935.5,-10.39109934
3066,2120805,2366790,-245985,-10.39319078
3067,2114955,2366790,-251835,-10.640361
3068,2114640,2366790,-252150,-10.65367016
3069,2107140,2366790,-259650,-10.97055506
3070,2102427,2366790,-264363,-11.16968552
3071,2095813.5,2366790,-270976.5,-11.44911462
3072,2075556,2366790,-291234,-12.30502072
3073,2058337.5,2366790,-308452.5,-13.03252507
3074,2081568,2366790,-285222,-12.05100579
3075,2079703.5,2366790,-287086.5,-12.12978338
3076,2073840,2366790,-292950,-12.37752399
3077,2074465.5,2366790,-292324.5,-12.35109579
3078,2066838,2366790,-299952,-12.67336773
3079,2063962.5,2366790,-302827.5,-12.79486139
3080,2055273,2366790,-311517,-13.16200423
3081,2067604.5,2366790,-299185.5,-12.64098209
3082,2065498.5,2366790,-301291.5,-12.72996337
3083,2053519.5,2366790,-313270.5,-13.23609192
3084,2048337,2366790,-318453,-13.45505938
3085,2061571.5,2366790,-305218.5,-12.8958843
3086,2053098,2366790,-313692,-13.25390085
3087,2045482.5,2366790,-321307.5,-13.57566578
3088,2046562.5,2366790,-320227.5,-13.53003435
3089,2043376.5,2366790,-323413.5,-13.66464705
3090,2047501.5,2366790,-319288.5,-13.49036036
3091,2038579.5,2366790,-328210.5,-13.86732663
3092,2029000.5,2366790,-337789.5,-14.27205202
3093,2025195,2366790,-341595,-14.43283942
3094,2020405.5,2366790,-346384.5,-14.63520211
3095,2038069.5,2366790,-328720.5,-13.88887481
3096,2041876.5,2366790,-324913.5,-13.72802403
3097,2048421,2366790,-318369,-13.45151027
3098,2040063,2366790,-326727,-13.8046468
3099,2035062,2366790,-331728,-14.01594565
3100,2024424,2366790,-342366,-14.46541518
3101,2022043.5,2366790,-344746.5,-14.56599445
3102,2030079,2366790,-336711,-14.22648397
3103,2023173,2366790,-343617,-14.51827158
3104,2016678,2366790,-350112,-14.7926939
3105,2013190.5,2366790,-353599.5,-14.94004538
3106,2008047,2366790,-358743,-15.15736504
3107,2017426.5,2366790,-349363.5,-14.76106879
3108,2012628,2366790,-354162,-14.96381175
3109,2007472.5,2366790,-359317.5,-15.18163842
3110,2007760.5,2366790,-359029.5,-15.16947004
3111,2001408,2366790,-365382,-15.43787155
3112,2019379.5,2366790,-347410.5,-14.67855196
3113,2012001,2366790,-354789,-14.99030332
3114,2045782.5,2366790,-321007.5,-13.56299038
3115,2037264,2366790,-329526,-13.92290824
3116,2071869,2366790,-294921,-12.46080134
3117,2068660.5,2366790,-298129.5,-12.5963647
3118,2057466,2366790,-309324,-13.06934709
3119,2059485,2366790,-307305,-12.98404168
3120,2062135.5,2366790,-304654.5,-12.87205455
3121,2056708.5,2366790,-310081.5,-13.10135246
3122,2048937,2366790,-317853,-13.42970859
3123,2059636.5,2366790,-307153.5,-12.9776406
3124,2062395,2366790,-304395,-12.86109034
3125,2053698,2366790,-313092,-13.22855006
3126,2054145,2366790,-312645,-13.20966372
3127,2104834.5,2366790,-261955.5,-11.06796547
3128,2113833,2366790,-252957,-10.68776698
3129,2094916.5,2366790,-271873.5,-11.48701406
3130,2085159,2366790,-281631,-11.89928131
3131,2069650.5,2366790,-297139.5,-12.55453589
3132,2073900,2366790,-292890,-12.37498891
3133,2042574,2366790,-324216,-13.69855374
3134,2149221,2366790,-217569,-9.192577288
3135,2142217.5,2366790,-224572.5,-9.488484403
3136,2131291.5,2366790,-235498.5,-9.950122318
3137,2132661,2366790,-234129,-9.892259136
3138,2126665.5,2366790,-240124.5,-10.14557692
3139,2145972,2366790,-220818,-9.329851825
3140,2173857,2366790,-192933,-8.151673786
3141,2177749.5,2366790,-189040.5,-7.987210526
3142,2171358,2366790,-195432,-8.257259833
3143,2174955,2366790,-191835,-8.105281837
3144,2167164,2366790,-199626,-8.434461866
3145,2175624,2366790,-191166,-8.077015705
3146,2179593,2366790,-187197,-7.909320219
3147,2172034.5,2366790,-194755.5,-8.228676815
3148,2178804,2366790,-187986,-7.942656509
3149,2186794.5,2366790,-179995.5,-7.605047343
3150,2178672,2366790,-188118,-7.948233684
3151,2170209,2366790,-196581,-8.305806599
3152,2186743.5,2366790,-180046.5,-7.60720216
3153,2196505.5,2366790,-170284.5,-7.194744781
3154,2194735.5,2366790,-172054.5,-7.269529616
3155,2193508.5,2366790,-173281.5,-7.321371985
3156,2184820.5,2366790,-181969.5,-7.688451447
3157,2183841,2366790,-182949,-7.729836614
3158,2204295,2366790,-162495,-6.865628129
3159,2208796.5,2366790,-157993.5,-6.675433815
3160,2206041,2366790,-160749,-6.791857326
3161,2194914,2366790,-171876,-7.261987756
3162,2186458.5,2366790,-180331.5,-7.619243786
3163,2184307.5,2366790,-182482.5,-7.710126374
3164,2183235,2366790,-183555,-7.755440914
3165,2176800,2366790,-189990,-8.027328153
3166,2172799.5,2366790,-193990.5,-8.196354556
3167,2162721,2366790,-204069,-8.622184478
3168,2159787,2366790,-207003,-8.746149849
3169,2157846,2366790,-208944,-8.828159659
3170,2155495.5,2366790,-211294.5,-8.927471385
3171,2144218.5,2366790,-222571.5,-9.403939513
3172,2165176.5,2366790,-201613.5,-8.518436363
3173,2166795,2366790,-199995,-8.450052603
3174,2162475,2366790,-204315,-8.632578302
3175,2161630.5,2366790,-205159.5,-8.668259541
3176,2152332,2366790,-214458,-9.061133434
3177,2172168,2366790,-194622,-8.223036264
3178,2166975,2366790,-199815,-8.442447365
3179,2162137.5,2366790,-204652.5,-8.646838123
3180,2167785,2366790,-199005,-8.408223797
3181,2168323.5,2366790,-198466.5,-8.385471461
3182,2163412.5,2366790,-203377.5,-8.59296769
3183,2157349.5,2366790,-209440.5,-8.849137439
3184,2152116,2366790,-214674,-9.070259719
3185,2148466.5,2366790,-218323.5,-9.224455909
3186,2152806,2366790,-213984,-9.041106309
3187,2147122.5,2366790,-219667.5,-9.281241682
3188,2160666,2366790,-206124,-8.709010939
3189,2157289.5,2366790,-209500.5,-8.851672518
3190,2176444.5,2366790,-190345.5,-8.042348497
3191,2174145,2366790,-192645,-8.139505406
3192,2173198.5,2366790,-193591.5,-8.17949628
3193,2182117.5,2366790,-184672.5,-7.802656763
3194,2177448,2366790,-189342,-7.999949298
3195,2179639.5,2366790,-187150.5,-7.907355532
3196,2180757,2366790,-186033,-7.860139683
3197,2173785,2366790,-193005,-8.154715881
3198,2173227,2366790,-193563,-8.178292117
3199,2167498.5,2366790,-199291.5,-8.4203288
3200,2162536.5,2366790,-204253.5,-8.629979846
3201,2170452,2366790,-196338,-8.295539528
3202,2163846,2366790,-202944,-8.574651744
3203,2157723,2366790,-209067,-8.833356572
3204,2161320,2366790,-205470,-8.681378576
3205,2156331,2366790,-210459,-8.892170408
3206,2153905.5,2366790,-212884.5,-8.994650983
3207,2171869.5,2366790,-194920.5,-8.235648283
3208,2185110,2366790,-181680,-7.67621969
3209,2183277,2366790,-183513,-7.753666358
3210,2186520,2366790,-180270,-7.61664533
3211,2185444.5,2366790,-181345.5,-7.662086624
3212,2179005,2366790,-187785,-7.934163994
3213,2199382.5,2366790,-167407.5,-7.073187735
3214,2188969.5,2366790,-177820.5,-7.513150723
3215,2187034.5,2366790,-179755.5,-7.594907026
3216,2192380.5,2366790,-174409.5,-7.369031473
3217,2211652.5,2366790,-155137.5,-6.554764048
3218,2208939,2366790,-157851,-6.669413002
3219,2213458.5,2366790,-153331.5,-6.478458165
3220,2216248.5,2366790,-150541.5,-6.360576984
3221,2218851,2366790,-147939,-6.250617926
3222,2222134.5,2366790,-144655.5,-6.111885719
3223,2224317,2366790,-142473,-6.019672214
3224,2238540,2366790,-128250,-5.4187317
3225,2234986.5,2366790,-131803.5,-5.568871763
3226,2233699.5,2366790,-133090.5,-5.623249211
3227,2234037,2366790,-132753,-5.608989391
3228,2233723.5,2366790,-133066.5,-5.622235179
3229,2247717,2366790,-119073,-5.030991343
3230,2231269.5,2366790,-135520.5,-5.725919917
3231,2244505.5,2366790,-122284.5,-5.166681455
3232,2235324,2366790,-131466,-5.554611943
3233,2233281,2366790,-133509,-5.640931388
3234,2225848.5,2366790,-140941.5,-5.954964319
3235,2224029,2366790,-142761,-6.031840594
3236,2226034.5,2366790,-140755.5,-5.947105573
3237,2229058.5,2366790,-137731.5,-5.819337584
3238,2235895.5,2366790,-130894.5,-5.530465314
3239,2240619,2366790,-126171,-5.330891207
3240,2250520.5,2366790,-116269.5,-4.912539769
3241,2243860.5,2366790,-122929.5,-5.193933556
3242,2242923,2366790,-123867,-5.233544167
3243,2235811.5,2366790,-130978.5,-5.534014425
3244,2241459,2366790,-125331,-5.295400099
3245,2235856.5,2366790,-130933.5,-5.532113115
3246,2250513,2366790,-116277,-4.912856654
3247,2244177,2366790,-122613,-5.180561013
3248,2237830.5,2366790,-128959.5,-5.448709011
3249,2237829,2366790,-128961,-5.448772388
3250,2234883,2366790,-131907,-5.573244775
3251,2235162,2366790,-131628,-5.561456656
3252,2234526,2366790,-132264,-5.588328496
3253,2238985.5,2366790,-127804.5,-5.399908737
3254,2233515,2366790,-133275,-5.631044579
3255,2248842,2366790,-117948,-4.983458608
3256,2244319.5,2366790,-122470.5,-5.1745402
3257,2242011,2366790,-124779,-5.272077371
3258,2294881.5,2366790,-71908.5,-3.038228994
3259,2299042.5,2366790,-67747.5,-2.862421254
3260,2293561.5,2366790,-73228.5,-3.094000735
3261,2286925.5,2366790,-79864.5,-3.37438049
3262,2297449.5,2366790,-69340.5,-2.929727606
3263,2291917.5,2366790,-74872.5,-3.163461904
3264,2286480,2366790,-80310,-3.393203453
3265,2286372,2366790,-80418,-3.397766595
3266,2317224,2366790,-49566,-2.094228892
3267,2299947,2366790,-66843,-2.824204936
3268,2296566,2366790,-70224,-2.967056646
3269,2289936,2366790,-76854,-3.247182893
3270,2294596.5,2366790,-72193.5,-3.05027062
3271,2310237,2366790,-56553,-2.38943886
3272,2313526.5,2366790,-53263.5,-2.250453145
3273,2306769,2366790,-60021,-2.535966436
3274,2298391.5,2366790,-68398.5,-2.889926863
3275,2293884,2366790,-72906,-3.080374685
3276,2296867.5,2366790,-69922.5,-2.954317874
3277,2294340,2366790,-72450,-3.061108083
3278,2283582,2366790,-83208,-3.515647776
3279,2280981,2366790,-85809,-3.625543458
3280,2280316.5,2366790,-86473.5,-3.653619459
3281,2291370,2366790,-75420,-3.186594501
3282,2300821.5,2366790,-65968.5,-2.787256157
3283,2302071,2366790,-64719,-2.734463134
3284,2315803.5,2366790,-50986.5,-2.154246891
3285,2312419.5,2366790,-54370.5,-2.297225356
3286,2312587.5,2366790,-54202.5,-2.290127134
3287,2312113.5,2366790,-54676.5,-2.31015426
3288,2325798,2366790,-40992,-1.731966081
3289,2322556.5,2366790,-44233.5,-1.868923732
3290,2327572.5,2366790,-39217.5,-1.656991115
3291,2330245.5,2366790,-36544.5,-1.544053338
3292,2325372,2366790,-41418,-1.749965143
3293,2321221.5,2366790,-45568.5,-1.925329243
3294,2322390,2366790,-44400,-1.875958577
3295,2324991,2366790,-41799,-1.766062895
3296,2321242.5,2366790,-45547.5,-1.924441966
3297,2316024,2366790,-50766,-2.144930475
3298,2333445,2366790,-33345,-1.408870242
3299,2328118.5,2366790,-38671.5,-1.633921894
3300,2328151.5,2366790,-38638.5,-1.632527601
3301,2348445,2366790,-18345,-0.775100453
3302,2352343.5,2366790,-14446.5,-0.610383684
3303,2351676,2366790,-15114,-0.63858644
3304,2359620,2366790,-7170,-0.302941959
3305,2370238.5,2370238.5,0,0
3306,2368678.5,2370238.5,-1560,-0.065816162
3307,2370964.5,2370964.5,0,0
3308,2376399,2376399,0,0
3309,2372334,2376399,-4065,-0.171057133
3310,2368867.5,2376399,-7531.5,-0.316929102
3311,2375325,2376399,-1074,-0.045194431
3312,2372371.5,2376399,-4027.5,-0.169479115
3313,2368914,2376399,-7485,-0.314972359
3314,2372499,2376399,-3900,-0.164113855
3315,2380174.5,2380174.5,0,0
3316,2374639.5,2380174.5,-5535,-0.232545975
3317,2367321,2380174.5,-12853.5,-0.540023431
3318,2383665,2383665,0,0
3319,2373727.5,2383665,-9937.5,-0.416900026
3320,2379753,2383665,-3912,-0.164117021
3321,2379610.5,2383665,-4054.5,-0.170095211
3322,2375446.5,2383665,-8218.5,-0.344784187
3323,2375314.5,2383665,-8350.5,-0.350321878
3324,2371887,2383665,-11778,-0.494113057
3325,2390283,2390283,0,0
3326,2397232.5,2397232.5,0,0
3327,2393623.5,2397232.5,-3609,-0.150548601
3328,2390908.5,2397232.5,-6324,-0.263804199
3329,2383009.5,2397232.5,-14223,-0.59330916
3330,2387022,2397232.5,-10210.5,-0.425928649
3331,2385519,2397232.5,-11713.5,-0.488625947
3332,2378433,2397232.5,-18799.5,-0.7842168
3333,2401908,2401908,0,0
3334,2396590.5,2401908,-5317.5,-0.221386498
3335,2379535.5,2401908,-22372.5,-0.931447
3336,2370594,2401908,-31314,-1.303713548
3337,2363067,2401908,-38841,-1.617089414
3338,2352820.5,2401908,-49087.5,-2.043687768
3339,2357932.5,2401908,-43975.5,-1.830856969
3340,2375395.5,2401908,-26512.5,-1.103809971
3341,2369827.5,2401908,-32080.5,-1.335625678
3342,2375878.5,2401908,-26029.5,-1.083700958
3343,2373720,2401908,-28188,-1.173567014
3344,2364324,2401908,-37584,-1.564756019
3345,2398698,2401908,-3210,-0.133643753
3346,2452842,2452842,0,0
3347,2454133.5,2454133.5,0,0
3348,2445661.5,2454133.5,-8472,-0.345213494
3349,2441043,2454133.5,-13090.5,-0.53340619
3350,2460774,2460774,0,0
3351,2457970.5,2460774,-2803.5,-0.113927569
3352,2454531,2460774,-6243,-0.253700665
3353,2462382,2462382,0,0
3354,2472652.5,2472652.5,0,0
3355,2464686,2472652.5,-7966.5,-0.322184375
3356,2477257.5,2477257.5,0,0
3357,2489373,2489373,0,0
3358,2491227,2491227,0,0
3359,2482942.5,2491227,-8284.5,-0.332546974
3360,2475846,2491227,-15381,-0.617406603
3361,2469438,2491227,-21789,-0.874629249
3362,2463183,2491227,-28044,-1.125710343
3363,2459148,2491227,-32079,-1.287678722
3364,2452752,2491227,-38475,-1.544419678
3365,2449207.5,2491227,-42019.5,-1.686698964
3366,2443440,2491227,-47787,-1.918211387
3367,2437041,2491227,-54186,-2.175072765
3368,2430879,2491227,-60348,-2.422420759
3369,2468916,2491227,-22311,-0.895582779
3370,2444974.5,2491227,-46252.5,-1.856615234
3371,2448897,2491227,-42330,-1.699162702
3372,2446875,2491227,-44352,-1.780327525
3373,2433666,2491227,-57561,-2.310548176
3374,2422870.5,2491227,-68356.5,-2.743888855
3375,2419081.5,2491227,-72145.5,-2.895982582
3376,2408758.5,2491227,-82468.5,-3.310356704
3377,2486205,2491227,-5022,-0.201587411
3378,2508709.5,2508709.5,0,0
3379,2544886.5,2544886.5,0,0
3380,2535219,2544886.5,-9667.5,-0.379879417
3381,2574856.5,2574856.5,0,0
3382,2571624,2574856.5,-3232.5,-0.125540977
3383,2559751.5,2574856.5,-15105,-0.586634634
3384,2548371,2574856.5,-26485.5,-1.02862043
3385,2535384,2574856.5,-39472.5,-1.532998053
3386,2523000,2574856.5,-51856.5,-2.013956894
3387,2576890.5,2576890.5,0,0
3388,2561563.5,2576890.5,-15327,-0.594786624
3389,2539278,2576890.5,-37612.5,-1.459608004
3390,2583016.5,2583016.5,0,0
3391,2640388.5,2640388.5,0,0
3392,2631576,2640388.5,-8812.5,-0.333757703
3393,2662503,2662503,0,0
3394,2707548,2707548,0,0
3395,2691466.5,2707548,-16081.5,-0.593950689
3396,2776719,2776719,0,0
3397,2769132,2776719,-7587,-0.273236147
3398,2736667.5,2776719,-40051.5,-1.442403787
3399,2714179.5,2776719,-62539.5,-2.252280479
3400,2744749.5,2776719,-31969.5,-1.151340845
3401,2745259.5,2776719,-31459.5,-1.132973844
3402,2739094.5,2776719,-37624.5,-1.354998471
3403,2729827.5,2776719,-46891.5,-1.688737679
3404,2741979,2776719,-34740,-1.251116876
3405,2734171.5,2776719,-42547.5,-1.532294049
3406,2738868,2776719,-37851,-1.36315558
3407,2731533,2776719,-45186,-1.627316268
3408,2723701.5,2776719,-53017.5,-1.909357771
3409,2755924.5,2776719,-20794.5,-0.748887446
3410,2751172.5,2776719,-25546.5,-0.920024677
3411,2759968.5,2776719,-16750.5,-0.603247934
3412,2769136.5,2776719,-7582.5,-0.273074085
3413,2802567,2802567,0,0
3414,2810320.5,2810320.5,0,0
3415,2824774.5,2824774.5,0,0
3416,2829462,2829462,0,0
3417,2824633.5,2829462,-4828.5,-0.170650816
3418,2846401.5,2846401.5,0,0
3419,2871226.5,2871226.5,0,0
3420,2865279,2871226.5,-5947.5,-0.207141443
3421,2889748.5,2889748.5,0,0
3422,2881197,2889748.5,-8551.5,-0.295925407
3423,2869852.5,2889748.5,-19896,-0.688502823
3424,2856900,2889748.5,-32848.5,-1.13672522
3425,2849676,2889748.5,-40072.5,-1.386712373
3426,2859346.5,2889748.5,-30402,-1.052063873
3427,2850985.5,2889748.5,-38763,-1.341397011
3428,2842984.5,2889748.5,-46764,-1.618272317
3429,2864878.5,2889748.5,-24870,-0.860628529
3430,2868396,2889748.5,-21352.5,-0.738905133
3431,2871994.5,2889748.5,-17754,-0.614378725
3432,2879125.5,2889748.5,-10623,-0.367609846
3433,2873236.5,2889748.5,-16512,-0.571399207
3434,2879641.5,2889748.5,-10107,-0.34975362
3435,2851605,2889748.5,-38143.5,-1.319959159
3436,2852928,2889748.5,-36820.5,-1.274176628
3437,2847409.5,2889748.5,-42339,-1.465144804
3438,2850465,2889748.5,-39283.5,-1.359408959
3439,2852505,2889748.5,-37243.5,-1.28881458
3440,2841520.5,2889748.5,-48228,-1.668934165
3441,2874138,2889748.5,-15610.5,-0.54020272
3442,2860486.5,2889748.5,-29262,-1.012614074
3443,2853126,2889748.5,-36622.5,-1.267324821
3444,2876607,2889748.5,-13141.5,-0.454762759
3445,2869423.5,2889748.5,-20325,-0.703348406
3446,2860680,2889748.5,-29068.5,-1.005917989
3447,2850490.5,2889748.5,-39258,-1.358526529
3448,2869657.5,2889748.5,-20091,-0.695250815
3449,2866360.5,2889748.5,-23388,-0.809343789
3450,2864262,2889748.5,-25486.5,-0.881962565
3451,2841840,2889748.5,-47908.5,-1.65787784
3452,2866770,2889748.5,-22978.5,-0.795173006
