Trade,Cumulative PnL INR,Peak,Drawdown,Drawdown %
1831,1528102.5,1566510,-38407.5,-2.451787732
1832,1522053,1566510,-44457,-2.837964648
1833,1512346.5,1566510,-54163.5,-3.45759044
1834,1507900.5,1566510,-58609.5,-3.741406055
1835,1500070.5,1566510,-66439.5,-4.241243273
1836,1505455.5,1566510,-61054.5,-3.897485493
1837,1497534,1566510,-68976,-4.403163721
1838,1498102.5,1566510,-68407.5,-4.366872857
1839,1510215,1566510,-56295,-3.593657238
1840,1501656,1566510,-64854,-4.140031024
1841,1495005,1566510,-71505,-4.564605397
1842,1485142.5,1566510,-81367.5,-5.194189632
1843,1466778,1566510,-99732,-6.366508991
1844,1465495.5,1566510,-101014.5,-6.44837888
1845,1459696.5,1566510,-106813.5,-6.818564835
1846,1454922,1566510,-111588,-7.123350633
1847,1447443,1566510,-119067,-7.600781355
1848,1448361,1566510,-118149,-7.54217975
1849,1487458.5,1566510,-79051.5,-5.04634506
1850,1492660.5,1566510,-73849.5,-4.714269299
1851,1490001,1566510,-76509,-4.884041596
1852,1481742,1566510,-84768,-5.411264531
1853,1484796,1566510,-81714,-5.216308865
1854,1475782.5,1566510,-90727.5,-5.791696191
1855,1484685,1566510,-81825,-5.22339468
1856,1469881.5,1566510,-96628.5,-6.168393435
1857,1451535,1566510,-114975,-7.339563744
1858,1441003.5,1566510,-125506.5,-8.011854377
1859,1440606,1566510,-125904,-8.037229255
1860,1436952,1566510,-129558,-8.270486623
1861,1422948,1566510,-143562,-9.16444836
1862,1414137,1566510,-152373,-9.726908861
1863,1445022,1566510,-121488,-7.755328724
1864,1470204,1566510,-96306,-6.14780627
1865,1463710.5,1566510,-102799.5,-6.562326445
1866,1451716.5,1566510,-114793.5,-7.327977479
1867,1453213.5,1566510,-113296.5,-7.232414731
1868,1446913.5,1566510,-119596.5,-7.634582607
1869,1437895.5,1566510,-128614.5,-8.210257196
1870,1431927,1566510,-134583,-8.591263382
1871,1442860.5,1566510,-123649.5,-7.893310608
1872,1426957.5,1566510,-139552.5,-8.908497233
1873,1418925,1566510,-147585,-9.421261275
1874,1423938,1566510,-142572,-9.101250551
1875,1412662.5,1566510,-153847.5,-9.821035295
1876,1402393.5,1566510,-164116.5,-10.47656893
1877,1393311,1566510,-173199,-11.05636096
1878,1382649,1566510,-183861,-11.73698221
1879,1382796,1566510,-183714,-11.72759829
1880,1371622.5,1566510,-194887.5,-12.44087175
1881,1418979,1566510,-147531,-9.417814122
1882,1439994,1566510,-126516,-8.076296991
1883,1433658,1566510,-132852,-8.48076297
1884,1400190,1566510,-166320,-10.61723194
1885,1392657,1566510,-173853,-11.09810981
1886,1402833,1566510,-163677,-10.44851294
1887,1404279,1566510,-162231,-10.35620583
1888,1411995,1566510,-154515,-9.863645939
1889,1399152,1566510,-167358,-10.68349388
1890,1394268,1566510,-172242,-10.99526974
1891,1379107.5,1566510,-187402.5,-11.96305801
1892,1379389.5,1566510,-187120.5,-11.94505621
1893,1374285,1566510,-192225,-12.27090794
1894,1416651,1566510,-149859,-9.566424728
1895,1416111,1566510,-150399,-9.60089626
1896,1407613.5,1566510,-158896.5,-10.14334412
1897,1441833,1566510,-124677,-7.958902273
1898,1450341,1566510,-116169,-7.415784132
1899,1453426.5,1566510,-113083.5,-7.218817626
1900,1461160.5,1566510,-105349.5,-6.725108681
1901,1454706,1566510,-111804,-7.137139246
1902,1443061.5,1566510,-123448.5,-7.880479537
1903,1431190.5,1566510,-135319.5,-8.638278721
1904,1424164.5,1566510,-142345.5,-9.086791658
1905,1431376.5,1566510,-135133.5,-8.626405194
1906,1426203,1566510,-140307,-8.956661624
1907,1425735,1566510,-140775,-8.986536952
1908,1463688,1566510,-102822,-6.563762759
1909,1464486,1566510,-102024,-6.512821495
1910,1471567.5,1566510,-94942.5,-6.060765651
1911,1465830,1566510,-100680,-6.427025681
1912,1478122.5,1566510,-88387.5,-5.642319551
1913,1464732,1566510,-101778,-6.497117797
1914,1460622,1566510,-105888,-6.759484459
1915,1464498,1566510,-102012,-6.512055461
1916,1462705.5,1566510,-103804.5,-6.626481797
1917,1460853,1566510,-105657,-6.744738304
1918,1461165,1566510,-105345,-6.724821418
1919,1452015,1566510,-114495,-7.308922382
1920,1449685.5,1566510,-116824.5,-7.457628742
1921,1440907.5,1566510,-125602.5,-8.017982649
1922,1444794,1566510,-121716,-7.769883371
1923,1441611,1566510,-124899,-7.973073903
1924,1435438.5,1566510,-131071.5,-8.367102668
1925,1436167.5,1566510,-130342.5,-8.320566099
1926,1442047.5,1566510,-124462.5,-7.945209415
1927,1444005,1566510,-122505,-7.82025011
1928,1441399.5,1566510,-125110.5,-7.986575253
1929,1446289.5,1566510,-120220.5,-7.674416378
1930,1441695,1566510,-124815,-7.967711665
1931,1434684,1566510,-131826,-8.415267059
1932,1431679.5,1566510,-134830.5,-8.607062834
1933,1435689,1566510,-130821,-8.351111707
1934,1437708,1566510,-128802,-8.222226478
1935,1444458,1566510,-122052,-7.791332325
1936,1452952.5,1566510,-113557.5,-7.249075971
1937,1446001.5,1566510,-120508.5,-7.692801195
1938,1437769.5,1566510,-128740.5,-8.218300553
1939,1457644.5,1566510,-108865.5,-6.949556658
1940,1446439.5,1566510,-120070.5,-7.664840952
1941,1433974.5,1566510,-132535.5,-8.460558822
1942,1450710,1566510,-115800,-7.392228585
1943,1457355,1566510,-109155,-6.968037229
1944,1471803,1566510,-94707,-6.045732233
1945,1475571,1566510,-90939,-5.805197541
1946,1470085.5,1566510,-96424.5,-6.155370856
1947,1472580,1566510,-93930,-5.996131528
1948,1467151.5,1566510,-99358.5,-6.342666182
1949,1462315.5,1566510,-104194.5,-6.651377904
1950,1457803.5,1566510,-108706.5,-6.939406707
1951,1449433.5,1566510,-117076.5,-7.473715457
1952,1467730.5,1566510,-98779.5,-6.305705039
1953,1464952.5,1566510,-101557.5,-6.483041921
1954,1462396.5,1566510,-104113.5,-6.646207174
1955,1472598,1566510,-93912,-5.994982477
1956,1469830.5,1566510,-96679.5,-6.17164908
1957,1464360,1566510,-102150,-6.520864852
1958,1469131.5,1566510,-97378.5,-6.216270563
1959,1465180.5,1566510,-101329.5,-6.468487274
1960,1463580,1566510,-102930,-6.570657066
1961,1458586.5,1566510,-107923.5,-6.889422985
1962,1460578.5,1566510,-105931.5,-6.762261333
1963,1483030.5,1566510,-83479.5,-5.329011625
1964,1471933.5,1566510,-94576.5,-6.037401613
1965,1476943.5,1566510,-89566.5,-5.717582397
1966,1471926,1566510,-94584,-6.037880384
1967,1459872,1566510,-106638,-6.807361587
1968,1460142,1566510,-106368,-6.790125821
1969,1460736,1566510,-105774,-6.752207136
1970,1452037.5,1566510,-114472.5,-7.307486068
1971,1441153.5,1566510,-125356.5,-8.002278951
1972,1439764.5,1566510,-126745.5,-8.090947393
1973,1430790,1566510,-135720,-8.663845108
1974,1427604,1566510,-138906,-8.867227148
1975,1443258,1566510,-123252,-7.86793573
1976,1439646,1566510,-126864,-8.098511979
1977,1428835.5,1566510,-137674.5,-8.788612904
1978,1423812,1566510,-142698,-9.109293908
1979,1419831,1566510,-146679,-9.363425704
1980,1416361.5,1566510,-150148.5,-9.584905299
1981,1408989,1566510,-157521,-10.05553747
1982,1404105,1566510,-162405,-10.36731333
1983,1400418,1566510,-166092,-10.60267729
1984,1429950,1566510,-136560,-8.717467491
1985,1421491.5,1566510,-145018.5,-9.257425743
1986,1418844,1566510,-147666,-9.426432005
1987,1419867,1566510,-146643,-9.361127602
1988,1416144,1566510,-150366,-9.598789666
1989,1409347.5,1566510,-157162.5,-10.0326522
1990,1404147,1566510,-162363,-10.36463221
1991,1398948,1566510,-167562,-10.69651646
1992,1400875.5,1566510,-165634.5,-10.57347224
1993,1398651,1566510,-167859,-10.7154758
1994,1389093,1566510,-177417,-11.32562192
1995,1389660,1566510,-176850,-11.28942682
1996,1394155.5,1566510,-172354.5,-11.00245131
1997,1388019,1566510,-178491,-11.39418197
1998,1384114.5,1566510,-182395.5,-11.6434303
1999,1390291.5,1566510,-176218.5,-11.24911427
2000,1389903,1566510,-176607,-11.27391463
2001,1405108.5,1566510,-161401.5,-10.30325373
2002,1393689,1566510,-172821,-11.03223088
2003,1386822,1566510,-179688,-11.47059387
2004,1400295,1566510,-166215,-10.61052914
2005,1397517,1566510,-168993,-10.78786602
2006,1394092.5,1566510,-172417.5,-11.00647299
2007,1391638.5,1566510,-174871.5,-11.16312695
2008,1410475.5,1566510,-156034.5,-9.960645001
2009,1402491,1566510,-164019,-10.47034491
2010,1405486.5,1566510,-161023.5,-10.27912366
2011,1401678,1566510,-164832,-10.52224371
2012,1395064.5,1566510,-171445.5,-10.94442423
2013,1390468.5,1566510,-176041.5,-11.23781527
2014,1391532,1566510,-174978,-11.1699255
2015,1388421,1566510,-178089,-11.36851983
2016,1380270,1566510,-186240,-11.88884846
2017,1383924,1566510,-182586,-11.65559109
2018,1382659.5,1566510,-183850.5,-11.73631193
2019,1375498.5,1566510,-191011.5,-12.19344275
2020,1373430,1566510,-193080,-12.32548787
2021,1368228,1566510,-198282,-12.65756363
2022,1364509.5,1566510,-202000.5,-12.89493843
2023,1364242.5,1566510,-202267.5,-12.91198269
2024,1360711.5,1566510,-205798.5,-13.13738821
2025,1356177,1566510,-210333,-13.42685332
2026,1389183,1566510,-177327,-11.31987667
2027,1387033.5,1566510,-179476.5,-11.45709252
2028,1373536.5,1566510,-192973.5,-12.31868932
2029,1387989,1566510,-178521,-11.39609706
2030,1390756.5,1566510,-175753.5,-11.21943045
2031,1382971.5,1566510,-183538.5,-11.71639504
2032,1395739.5,1566510,-170770.5,-10.90133481
2033,1384170,1566510,-182340,-11.63988739
2034,1383951,1566510,-182559,-11.65386751
2035,1398874.5,1566510,-167635.5,-10.70120842
2036,1395832.5,1566510,-170677.5,-10.89539805
2037,1386718.5,1566510,-179791.5,-11.47720091
2038,1381375.5,1566510,-185134.5,-11.81827757
2039,1385778,1566510,-180732,-11.53723883
2040,1384698,1566510,-181812,-11.60618189
2041,1380312,1566510,-186198,-11.88616734
2042,1388436,1566510,-178074,-11.36756229
2043,1389084,1566510,-177426,-11.32619645
2044,1386312,1566510,-180198,-11.50315032
2045,1380009,1566510,-186501,-11.9055097
2046,1388122.5,1566510,-178387.5,-11.38757493
2047,1381224,1566510,-185286,-11.82794875
2048,1385296.5,1566510,-181213.5,-11.56797595
2049,1379343,1566510,-187167,-11.94802459
2050,1406110.5,1566510,-160399.5,-10.23928989
2051,1398546,1566510,-167964,-10.7221786
2052,1383175.5,1566510,-183334.5,-11.70337246
2053,1374261,1566510,-192249,-12.27244001
2054,1390201.5,1566510,-176308.5,-11.25485953
2055,1376082,1566510,-190428,-12.15619434
2056,1389043.5,1566510,-177466.5,-11.32878181
2057,1386877.5,1566510,-179632.5,-11.46705096
2058,1380309,1566510,-186201,-11.88635885
2059,1422679.5,1566510,-143830.5,-9.181588372
2060,1409193,1566510,-157317,-10.04251489
2061,1405195.5,1566510,-161314.5,-10.29769998
2062,1422799.5,1566510,-143710.5,-9.173928031
2063,1423107,1566510,-143403,-9.154298409
2064,1411567.5,1566510,-154942.5,-9.890935902
2065,1416987,1566510,-149523,-9.544975774
2066,1416736.5,1566510,-149773.5,-9.560966735
2067,1420803,1566510,-145707,-9.301376946
2068,1416024,1566510,-150486,-9.606450007
2069,1423825.5,1566510,-142684.5,-9.10843212
2070,1426366.5,1566510,-140143.5,-8.94622441
2071,1434418.5,1566510,-132091.5,-8.432215562
2072,1430022,1566510,-136488,-8.712871287
2073,1431066,1566510,-135444,-8.646226325
2074,1426221,1566510,-140289,-8.955512573
2075,1426020,1566510,-140490,-8.968343643
2076,1417213.5,1566510,-149296.5,-9.530516881
2077,1411561.5,1566510,-154948.5,-9.891318919
2078,1399773,1566510,-166737,-10.64385162
2079,1417779,1566510,-148731,-9.494417527
2080,1407483,1566510,-159027,-10.15167474
2081,1391986.5,1566510,-174523.5,-11.14091196
2082,1403352,1566510,-163158,-10.41538196
2083,1409623.5,1566510,-156886.5,-10.01503342
2084,1389738,1566510,-176772,-11.28444759
2085,1410454.5,1566510,-156055.5,-9.96198556
2086,1417924.5,1566510,-148585.5,-9.485129364
2087,1424859,1566510,-141651,-9.042457437
2088,1436596.5,1566510,-129913.5,-8.293180382
2089,1446547.5,1566510,-119962.5,-7.657946646
2090,1458739.5,1566510,-107770.5,-6.879656051
2091,1445028,1566510,-121482,-7.754945707
2092,1446648,1566510,-119862,-7.651531111
2093,1444048.5,1566510,-122461.5,-7.817473237
2094,1440054,1566510,-126456,-8.072466821
2095,1439530.5,1566510,-126979.5,-8.105885057
2096,1445968.5,1566510,-120541.5,-7.694907789
2097,1459560,1566510,-106950,-6.827278473
2098,1460247,1566510,-106263,-6.783423023
2099,1454310,1566510,-112200,-7.162418369
2100,1443552,1566510,-122958,-7.849167896
2101,1512394.5,1566510,-54115.5,-3.454526304
2102,1522819.5,1566510,-43690.5,-2.789034223
2103,1515829.5,1566510,-50680.5,-3.235249057
2104,1524967.5,1566510,-41542.5,-2.651914128
2105,1536177,1566510,-30333,-1.93634257
2106,1518957,1566510,-47553,-3.035601432
2107,1503807,1566510,-62703,-4.002719421
2108,1511832,1566510,-54678,-3.49043415
2109,1505101.5,1566510,-61408.5,-3.920083498
2110,1499169,1566510,-67341,-4.298791581
2111,1502397,1566510,-64113,-4.092728422
2112,1550385,1566510,-16125,-1.029358255
2113,1545934.5,1566510,-20575.5,-1.313461133
2114,1560573,1566510,-5937,-0.378995346
2115,1554786,1566510,-11724,-0.748415267
2116,1564543.5,1566510,-1966.5,-0.12553383
2117,1563513,1566510,-2997,-0.191317004
2118,1574400,1574400,0,0
2119,1569184.5,1574400,-5215.5,-0.331269055
2120,1568949,1574400,-5451,-0.346227134
2121,1557193.5,1574400,-17206.5,-1.09289253
2122,1555671,1574400,-18729,-1.189596037
2123,1569235.5,1574400,-5164.5,-0.328029726
2124,1570059,1574400,-4341,-0.275724085
2125,1567330.5,1574400,-7069.5,-0.449028201
2126,1575559.5,1575559.5,0,0
2127,1590642,1590642,0,0
2128,1582753.5,1590642,-7888.5,-0.495931831
2129,1580908.5,1590642,-9733.5,-0.611922733
2130,1566069,1590642,-24573,-1.544847929
2131,1559247,1590642,-31395,-1.973731361
2132,1551330,1590642,-39312,-2.471454922
2133,1543747.5,1590642,-46894.5,-2.948149238
2134,1534359,1590642,-56283,-3.538382615
2135,1545477,1590642,-45165,-2.839419555
2136,1549983,1590642,-40659,-2.55613771
2137,1543218,1590642,-47424,-2.981437684
2138,1567548,1590642,-23094,-1.451866605
2139,1566784.5,1590642,-23857.5,-1.499866092
2140,1575325.5,1590642,-15316.5,-0.962913088
2141,1560132,1590642,-30510,-1.918093449
2142,1566250.5,1590642,-24391.5,-1.533437442
2143,1565892,1590642,-24750,-1.555975512
2144,1557193.5,1590642,-33448.5,-2.102830178
2145,1556949,1590642,-33693,-2.11820133
2146,1547175,1590642,-43467,-2.732670205
2147,1570702.5,1590642,-19939.5,-1.253550453
2148,1567584,1590642,-23058,-1.449603368
2149,1555875,1590642,-34767,-2.185721237
2150,1582810.5,1590642,-7831.5,-0.492348373
2151,1589673,1590642,-969,-0.060918799
2152,1584336,1590642,-6306,-0.3964437
2153,1628709,1628709,0,0
2154,1652670,1652670,0,0
2155,1643971.5,1652670,-8698.5,-0.52633012
2156,1642038,1652670,-10632,-0.643322623
2157,1653295.5,1653295.5,0,0
2158,1649139,1653295.5,-4156.5,-0.251406963
2159,1649065.5,1653295.5,-4230,-0.255852629
2160,1654759.5,1654759.5,0,0
2161,1664505,1664505,0,0
2162,1663357.5,1664505,-1147.5,-0.068939414
2163,1703580,1703580,0,0
2164,1697317.5,1703580,-6262.5,-0.367608213
2165,1690006.5,1703580,-13573.5,-0.796763287
2166,1666120.5,1703580,-37459.5,-2.19886944
2167,1668054,1703580,-35526,-2.085373155
2168,1667686.5,1703580,-35893.5,-2.106945374
2169,1686909,1703580,-16671,-0.978586271
2170,1686156,1703580,-17424,-1.022787307
2171,1736296.5,1736296.5,0,0
2172,1725177,1736296.5,-11119.5,-0.640414814
2173,1723134,1736296.5,-13162.5,-0.758079049
2174,1793599.5,1793599.5,0,0
2175,1797618,1797618,0,0
2176,1812381,1812381,0,0
2177,1816470,1816470,0,0
2178,1853758.5,1853758.5,0,0
2179,1873227,1873227,0,0
2180,1892793,1892793,0,0
2181,1918035,1918035,0,0
2182,1906350,1918035,-11685,-0.609217246
2183,1901862,1918035,-16173,-0.843206719
2184,1931361,1931361,0,0
2185,1924977,1931361,-6384,-0.330544109
2186,1977517.5,1977517.5,0,0
2187,1970869.5,1977517.5,-6648,-0.336179073
2188,1965915,1977517.5,-11602.5,-0.586720472
2189,1981923,1981923,0,0
2190,1975377,1981923,-6546,-0.330285284
2191,1972048.5,1981923,-9874.5,-0.498228236
2192,1971663,1981923,-10260,-0.517679042
2193,1969203,1981923,-12720,-0.641800918
2194,1963827,1981923,-18096,-0.913052626
2195,1954191,1981923,-27732,-1.399247095
2196,1946893.5,1981923,-35029.5,-1.767450098
2197,1947172.5,1981923,-34750.5,-1.753372861
2198,1946995.5,1981923,-34927.5,-1.762303581
2199,1973982,1981923,-7941,-0.400671469
2200,1973584.5,1981923,-8338.5,-0.420727748
2201,1966434,1981923,-15489,-0.781513712
2202,1960249.5,1981923,-21673.5,-1.093559134
2203,1965132,1981923,-16791,-0.847207485
2204,1959405,1981923,-22518,-1.136169266
2205,1968166.5,1981923,-13756.5,-0.69409861
2206,1961250,1981923,-20673,-1.043077859
2207,1943046,1981923,-38877,-1.961579738
2208,1938921,1981923,-43002,-2.169710932
2209,1947636,1981923,-34287,-1.729986483
2210,1959297,1981923,-22626,-1.141618519
2211,1968424.5,1981923,-13498.5,-0.68108095
2212,1962133.5,1981923,-19789.5,-0.998499942
2213,1959391.5,1981923,-22531.5,-1.136850423
2214,1947165,1981923,-34758,-1.753751281
2215,1942038,1981923,-39885,-2.012439434
2216,1937689.5,1981923,-44233.5,-2.231847554
2217,1964806.5,1981923,-17116.5,-0.863630928
2218,1943206.5,1981923,-38716.5,-1.953481543
2219,1932658.5,1981923,-49264.5,-2.485691926
2220,1925268,1981923,-56655,-2.858587342
2221,1914442.5,1981923,-67480.5,-3.404799278
2222,1914370.5,1981923,-67552.5,-3.408432114
2223,1912047,1981923,-69876,-3.525666739
2224,1899691.5,1981923,-82231.5,-4.149076427
2225,1910637,1981923,-71286,-3.596809765
2226,1904845.5,1981923,-77077.5,-3.889025961
2227,1905946.5,1981923,-75976.5,-3.833473853
2228,1902084,1981923,-79839,-4.028360335
2229,1892232,1981923,-89691,-4.52545331
2230,1909372.5,1981923,-72550.5,-3.660611436
2231,1924200,1981923,-57723,-2.9124744
2232,1942638,1981923,-39285,-1.982165806
2233,1942236,1981923,-39687,-2.002449137
2234,1935340.5,1981923,-46582.5,-2.350368808
2235,1923298.5,1981923,-58624.5,-2.957960526
2236,1918945.5,1981923,-62977.5,-3.177595699
2237,1914178.5,1981923,-67744.5,-3.418119675
2238,1950120,1981923,-31803,-1.604653662
2239,1949826,1981923,-32097,-1.61948774
2240,1943925,1981923,-37998,-1.917228873
2241,1945869,1981923,-36054,-1.819142318
2242,1944172.5,1981923,-37750.5,-1.904741002
2243,1942641,1981923,-39282,-1.982014437
2244,1937424,1981923,-44499,-2.245243635
2245,1923555,1981923,-58368,-2.94501855
2246,1914307.5,1981923,-67615.5,-3.411610845
2247,1919217,1981923,-62706,-3.163896882
2248,1907181,1981923,-74742,-3.771185863
2249,1904620.5,1981923,-77302.5,-3.900378572
2250,1905207,1981923,-76716,-3.8707861
2251,1910326.5,1981923,-71596.5,-3.612476368
2252,1903077,1981923,-78846,-3.97825748
2253,1941403.5,1981923,-40519.5,-2.044453796
2254,1934361,1981923,-47562,-2.399790506
2255,1926693,1981923,-55230,-2.786687475
2256,1925326.5,1981923,-56596.5,-2.855635663
2257,1924428,1981923,-57495,-2.900970421
2258,1921345.5,1981923,-60577.5,-3.056501186
2259,1910730,1981923,-71193,-3.592117353
2260,1900066.5,1981923,-81856.5,-4.13015541
2261,1915944,1981923,-65979,-3.329039524
2262,1906465.5,1981923,-75457.5,-3.807287165
2263,1898131.5,1981923,-83791.5,-4.227787861
2264,1914211.5,1981923,-67711.5,-3.416454625
2265,1921164,1981923,-60759,-3.065658958
2266,1925208,1981923,-56715,-2.861614705
2267,1929916.5,1981923,-52006.5,-2.624042407
2268,1951581,1981923,-30342,-1.530937377
2269,1952916,1981923,-29007,-1.463578555
2270,1947457.5,1981923,-34465.5,-1.738992887
2271,1949644.5,1981923,-32278.5,-1.628645512
2272,1946524.5,1981923,-35398.5,-1.786068379
2273,1946406,1981923,-35517,-1.792047421
2274,1972303.5,1981923,-9619.5,-0.485361944
2275,1975183.5,1981923,-6739.5,-0.340048529
2276,1991704.5,1991704.5,0,0
2277,1984881,1991704.5,-6823.5,-0.342596003
2278,1987492.5,1991704.5,-4212,-0.211477154
2279,1980034.5,1991704.5,-11670,-0.585930292
2280,1982523,1991704.5,-9181.5,-0.460987059
2281,1980964.5,1991704.5,-10740,-0.539236619
2282,1975749,1991704.5,-15955.5,-0.801097753
2283,1973143.5,1991704.5,-18561,-0.931915352
2284,1966456.5,1991704.5,-25248,-1.267657928
2285,1969780.5,1991704.5,-21924,-1.100765701
2286,1964197.5,1991704.5,-27507,-1.381078368
2287,1962193.5,1991704.5,-29511,-1.481695703
2288,1954101,1991704.5,-37603.5,-1.888005977
2289,1950273,1991704.5,-41431.5,-2.080203163
2290,1965970.5,1991704.5,-25734,-1.292059138
2291,1959501,1991704.5,-32203.5,-1.61688142
2292,1976392.5,1991704.5,-15312,-0.768788744
2293,1972891.5,1991704.5,-18813,-0.944567831
2294,1973413.5,1991704.5,-18291,-0.918359124
2295,1963900.5,1991704.5,-27804,-1.395990218
2296,1970398.5,1991704.5,-21306,-1.069737002
2297,1968973.5,1991704.5,-22731,-1.14128376
2298,1965079.5,1991704.5,-26625,-1.33679469
2299,1966897.5,1991704.5,-24807,-1.245516089
2300,1993333.5,1993333.5,0,0
2301,1989628.5,1993333.5,-3705,-0.18586955
2302,1997377.5,1997377.5,0,0
2303,1992654,1997377.5,-4723.5,-0.236485091
2304,1989082.5,1997377.5,-8295,-0.415294555
2305,1981953,1997377.5,-15424.5,-0.772237597
2306,1976617.5,1997377.5,-20760,-1.039362865
2307,1973940,1997377.5,-23437.5,-1.173413639
2308,1971394.5,1997377.5,-25983,-1.300855747
2309,1973983.5,1997377.5,-23394,-1.171235783
2310,1976721,1997377.5,-20656.5,-1.03418107
2311,1971438,1997377.5,-25939.5,-1.298677891
2312,1992850.5,1997377.5,-4527,-0.226647191
2313,1987309.5,1997377.5,-10068,-0.50406095
2314,1994898,1997377.5,-2479.5,-0.124137776
2315,1992711,1997377.5,-4666.5,-0.233631349
2316,1995846,1997377.5,-1531.5,-0.076675541
2317,1991917.5,1997377.5,-5460,-0.273358441
2318,1991101.5,1997377.5,-6276,-0.31421201
2319,2024091,2024091,0,0
2320,2033650.5,2033650.5,0,0
2321,2030005.5,2033650.5,-3645,-0.179234337
2322,2042112,2042112,0,0
2323,2041879.5,2042112,-232.5,-0.011385272
2324,2030437.5,2042112,-11674.5,-0.571687547
2325,2036743.5,2042112,-5368.5,-0.262889597
2326,2050630.5,2050630.5,0,0
2327,2039272.5,2050630.5,-11358,-0.553878429
2328,2030769,2050630.5,-19861.5,-0.968555769
2329,2026995,2050630.5,-23635.5,-1.152596726
2330,2027883,2050630.5,-22747.5,-1.109292971
2331,2019103.5,2050630.5,-31527,-1.537429586
2332,2019705,2050630.5,-30925.5,-1.508097144
2333,2012020.5,2050630.5,-38610,-1.882835547
2334,2007202.5,2050630.5,-43428,-2.117787676
2335,2014104,2050630.5,-36526.5,-1.78123265
2336,2041650,2050630.5,-8980.5,-0.437938478
2337,2038393.5,2050630.5,-12237,-0.596743294
2338,2037586.5,2050630.5,-13044,-0.636097044
2339,2031934.5,2050630.5,-18696,-0.911719591
2340,2025639,2050630.5,-24991.5,-1.218722729
2341,2017111.5,2050630.5,-33519,-1.634570441
2342,2032434,2050630.5,-18196.5,-0.887361229
2343,2020561.5,2050630.5,-30069,-1.466329502
2344,2009476.5,2050630.5,-41154,-2.006894953
2345,2005659,2050630.5,-44971.5,-2.193057209
2346,1997913,2050630.5,-52717.5,-2.57079469
2347,2007357,2050630.5,-43273.5,-2.110253407
2348,2005633.5,2050630.5,-44997,-2.194300728
2349,1989031.5,2050630.5,-61599,-3.003905384
2350,1991883,2050630.5,-58747.5,-2.864850591
2351,2001711,2050630.5,-48919.5,-2.385583361
2352,1995862.5,2050630.5,-54768,-2.670788326
2353,2001705,2050630.5,-48925.5,-2.385875954
2354,1996381.5,2050630.5,-54249,-2.645479037
2355,2048481,2050630.5,-2149.5,-0.10482142
2356,2038540.5,2050630.5,-12090,-0.589574767
2357,2027395.5,2050630.5,-23235,-1.133066147
2358,2017768.5,2050630.5,-32862,-1.602531514
2359,2025900,2050630.5,-24730.5,-1.205994937
2360,2015797.5,2050630.5,-34833,-1.698648294
2361,2008263,2050630.5,-42367.5,-2.066071874
2362,1993917,2050630.5,-56713.5,-2.765661586
2363,1985362.5,2050630.5,-65268,-3.182825965
2364,2000523,2050630.5,-50107.5,-2.443516762
2365,1990464,2050630.5,-60166.5,-2.934048821
2366,2006017.5,2050630.5,-44613,-2.175574781
2367,2017264.5,2050630.5,-33366,-1.627109321
2368,2004120,2050630.5,-46510.5,-2.268107297
2369,1992402,2050630.5,-58228.5,-2.839541302
2370,1993623,2050630.5,-57007.5,-2.779998639
2371,1989345,2050630.5,-61285.5,-2.988617403
2372,1982049,2050630.5,-68581.5,-3.344410414
2373,1981972.5,2050630.5,-68658,-3.348140974
2374,1983090,2050630.5,-67540.5,-3.29364554
2375,1990959,2050630.5,-59671.5,-2.909909903
2376,2009134.5,2050630.5,-41496,-2.02357275
2377,2001657,2050630.5,-48973.5,-2.388216697
2378,2022823.5,2050630.5,-27807,-1.356021965
2379,2014957.5,2050630.5,-35673,-1.739611305
2380,2010016.5,2050630.5,-40614,-1.980561588
2381,2006014.5,2050630.5,-44616,-2.175721077
2382,1993890,2050630.5,-56740.5,-2.766978254
2383,1993372.5,2050630.5,-57258,-2.792214395
2384,2015071.5,2050630.5,-35559,-1.734052039
2385,2001364.5,2050630.5,-49266,-2.402480603
2386,1998207,2050630.5,-52423.5,-2.556457636
2387,1991227.5,2050630.5,-59403,-2.896816369
2388,1985341.5,2050630.5,-65289,-3.18385004
2389,1984501.5,2050630.5,-66129,-3.224813051
2390,1991596.5,2050630.5,-59034,-2.878821904
2391,1992192,2050630.5,-58438.5,-2.849782055
2392,1983469.5,2050630.5,-67161,-3.275139037
2393,1981008,2050630.5,-69622.5,-3.395175289
2394,1980558,2050630.5,-70072.5,-3.417119759
2395,1979409,2050630.5,-71221.5,-3.473151306
2396,1983681,2050630.5,-66949.5,-3.264825135
2397,1979347.5,2050630.5,-71283,-3.476150384
2398,1985394,2050630.5,-65236.5,-3.181289852
2399,1993639.5,2050630.5,-56991,-2.779194009
2400,2010034.5,2050630.5,-40596,-1.979683809
2401,2006115,2050630.5,-44515.5,-2.170820145
2402,2003202,2050630.5,-47428.5,-2.312874016
2403,1998384,2050630.5,-52246.5,-2.547826144
2404,2004492,2050630.5,-46138.5,-2.249966535
2405,2000493,2050630.5,-50137.5,-2.444979727
2406,1996584,2050630.5,-54046.5,-2.635604025
2407,1996234.5,2050630.5,-54396,-2.652647564
2408,1991022,2050630.5,-59608.5,-2.906837677
2409,1988424,2050630.5,-62206.5,-3.033530419
2410,1999459.5,2050630.5,-51171,-2.49537886
2411,1996053,2050630.5,-54577.5,-2.6614985
2412,2002276.5,2050630.5,-48354,-2.358006477
